CyCOG_60000037	1216.688679245283
CyCOG_60000039	1347.2575187969924
CyCOG_60000041	517.6908023483365
CyCOG_60000049	645.7716535433071
CyCOG_60000054	412.5100806451613
CyCOG_60000056	453.1307847082495
CyCOG_60000060	203.40816326530611
CyCOG_60000067	260.9837728194726
CyCOG_60000074	408.1849593495935
CyCOG_60000077	197.81108829568788
CyCOG_60000079	390.48496993987976
CyCOG_60000083	64.6604938271605
CyCOG_60000086	325.26326530612243
CyCOG_60000087	727.1428571428571
CyCOG_60000090	644.4135922330097
CyCOG_60000091	327.88139059304706
CyCOG_60000094	405.400406504065
CyCOG_60000095	600.7813121272366
CyCOG_60000098	389.3094262295082
CyCOG_60000104	310.82815734989646
CyCOG_60000105	436.5163934426229
CyCOG_60000108	529.4609375
CyCOG_60000111	354.40368852459017
CyCOG_60000116	399.76386036960986
CyCOG_60000120	301.0020449897751
CyCOG_60000136	380.83575883575884
CyCOG_60000137	314.639751552795
CyCOG_60000140	639.4814814814815
CyCOG_60000145	295.53014553014555
CyCOG_60000146	213.9813278008299
CyCOG_60000147	442.91322314049586
CyCOG_60000151	81.72689075630252
CyCOG_60000153	244.31380753138075
CyCOG_60000155	385.37214137214136
CyCOG_60000156	359.84854771784234
CyCOG_60000159	369.0489795918367
CyCOG_60000161	556.2892057026477
CyCOG_60000164	140.74261603375527
CyCOG_60000165	106.55672268907563
CyCOG_60000166	151.0966386554622
CyCOG_60000167	327.30817610062894
CyCOG_60000171	237.53653444676408
CyCOG_60000173	353.95218295218297
CyCOG_60000180	82.6097046413502
CyCOG_60000181	272.01894736842104
CyCOG_60000182	119.26890756302521
CyCOG_60000184	305.21757322175733
CyCOG_60000185	327.2104166666667
CyCOG_60000188	277.1787941787942
CyCOG_60000189	382.69502074688796
CyCOG_60000190	414.77113402061855
CyCOG_60000192	274.94947368421055
CyCOG_60000193	214.3655462184874
CyCOG_60000197	427.23395445134577
CyCOG_60000198	498.72314049586777
CyCOG_60000205	144.0615711252654
CyCOG_60000208	119.25792811839324
CyCOG_60000209	179.56751054852322
CyCOG_60000210	284.06105263157895
CyCOG_60000211	518.3970588235294
CyCOG_60000212	256.89330543933056
CyCOG_60000214	531.8734439834025
CyCOG_60000216	560.1298969072164
CyCOG_60000220	222.49894291754757
CyCOG_60000221	128.24524312896406
CyCOG_60000223	324.92194092827003
CyCOG_60000224	160.04228329809726
CyCOG_60000225	530.1134453781513
CyCOG_60000227	380.49056603773585
CyCOG_60000229	328.1673640167364
CyCOG_60000231	530.1164241164241
CyCOG_60000235	84.66808510638297
CyCOG_60000237	312.3192389006343
CyCOG_60000240	299.3578947368421
CyCOG_60000241	422.8902953586498
CyCOG_60000243	310.88607594936707
CyCOG_60000247	520.8280922431866
CyCOG_60000249	357.7223382045929
CyCOG_60000253	142.45628997867803
CyCOG_60000255	106.55223880597015
CyCOG_60000256	199.48723404255318
CyCOG_60000257	197.46595744680852
CyCOG_60000259	303.4063829787234
CyCOG_60000260	172.98089171974522
CyCOG_60000261	319.4618644067797
CyCOG_60000262	299.20762711864404
CyCOG_60000263	284.5169491525424
CyCOG_60000264	246.74841437632136
CyCOG_60000265	308.5635593220339
CyCOG_60000267	459.85200845665963
CyCOG_60000268	271.8059071729958
CyCOG_60000272	372.7368421052632
CyCOG_60000274	409.41090146750525
CyCOG_60000278	401.029106029106
CyCOG_60000280	124.6880341880342
CyCOG_60000281	196.49680170575692
CyCOG_60000282	217.9340425531915
CyCOG_60000285	243.04439746300213
CyCOG_60000287	355.57505285412265
CyCOG_60000299	149.4188034188034
CyCOG_60000300	106.76495726495726
CyCOG_60000301	204.48297872340424
CyCOG_60000302	270.9936305732484
CyCOG_60000306	272.1458773784355
CyCOG_60000315	120.53862660944206
CyCOG_60000316	194.74840085287846
CyCOG_60000317	436.59533898305085
CyCOG_60000320	290.2473572938689
CyCOG_60000322	309.86497890295357
CyCOG_60000325	530.2224532224532
CyCOG_60000329	145.50752688172042
CyCOG_60000330	281.3204301075269
CyCOG_60000334	215.7880085653105
CyCOG_60000336	207.55555555555554
CyCOG_60000339	328.31702127659577
CyCOG_60000340	424.3728813559322
CyCOG_60000345	335.42315789473685
CyCOG_60000347	601.0
CyCOG_60000350	121.0
CyCOG_60000351	135.08405172413794
CyCOG_60000352	132.91379310344828
CyCOG_60000354	190.2688172043011
CyCOG_60000360	465.2526539278132
CyCOG_60000371	91.79004329004329
CyCOG_60000372	177.06034482758622
CyCOG_60000374	201.4967741935484
CyCOG_60000375	114.78540772532189
CyCOG_60000376	362.99356223175965
CyCOG_60000378	424.35836909871244
CyCOG_60000379	256.93978494623656
CyCOG_60000381	334.88436830835116
CyCOG_60000384	283.08993576017133
CyCOG_60000388	478.68577494692147
CyCOG_60000395	870.6916835699797
CyCOG_60000397	125.41341991341992
CyCOG_60000398	152.05411255411255
CyCOG_60000400	247.05603448275863
CyCOG_60000402	216.45474137931035
CyCOG_60000404	294.952688172043
CyCOG_60000405	429.552688172043
CyCOG_60000407	285.7944325481799
CyCOG_60000410	348.2783725910064
